cheese,milk,country,family,type,fat_content,texture,rind,color,flavor,aroma,vegetarian,vegan
Beehive Fresh,cow,United States,Mozzarella,"fresh soft, artisan",Medium,"buttery, soft",washed,pale yellow,"buttery, mild","buttery, fresh, mild",True,False
Shredded Bliss,cow,"Canada, United States",Mozzarella,semi-soft,Medium,"elastic, smooth, springy, stringy",plastic,pale yellow,"mild, milky","fresh, mild",True,False
Shredded Bliss,cow,"Canada, United States",Mozzarella,semi-soft,Medium,"elastic, smooth, springy, stringy",plastic,pale yellow,"mild, milky","fresh, mild",True,False
Paesanella Buffalo Mozzarella,"buffalo, cow",Australia,Mozzarella,"semi-hard, artisan",Medium,"compact, crumbly",rindless,white,"mild, sweet, tangy",grassy,True,False
Paesanella Bocconcini,cow,Australia,Mozzarella,semi-soft,Medium,elastic,rindless,white,"creamy, salty, sweet","milky, sweet",True,False
Classics Fresh Mozzarella,cow,United States,Mozzarella,"soft, brined",Medium,"creamy, elastic, smooth, soft, stringy, supple",rindless,white,"acidic, mild, milky, spicy",fresh,True,False
Paesanella Burrata,cow,Australia,Mozzarella,"fresh soft, artisan",Medium,"creamy, soft",natural,white,"buttery, milky, smooth","fresh, milky, rich, sweet",False,False
Meredith Goat Cheese in Extra Virgin Olive Oil,goat,Australia,Mozzarella,"fresh soft, artisan",Medium,"creamy, soft",rindless,white,"garlicky, herbaceous, spicy","fresh, herbal, spicy, strong",False,False
Classics Fresh Mozzarella,cow,United States,Mozzarella,"soft, brined",Medium,"creamy, elastic, smooth, soft, stringy, supple",rindless,white,"acidic, mild, milky, spicy",fresh,True,False
Shredded Bliss,cow,"Canada, United States",Mozzarella,semi-soft,Medium,"elastic, smooth, springy, stringy",plastic,pale yellow,"mild, milky","fresh, mild",True,False
Amul Pizza Mozzarella Cheese,cow,India,Mozzarella,"semi-soft, processed",Medium,"elastic, stringy",artificial,yellow,salty,pleasant,True,False
Amul Pizza Mozzarella Cheese,cow,India,Mozzarella,"semi-soft, processed",Medium,"elastic, stringy",artificial,yellow,salty,pleasant,True,False
Meredith Goat Cheese in Extra Virgin Olive Oil,goat,Australia,Mozzarella,"fresh soft, artisan",Medium,"creamy, soft",rindless,white,"garlicky, herbaceous, spicy","fresh, herbal, spicy, strong",False,False
Paesanella Buffalo Mozzarella,"buffalo, cow",Australia,Mozzarella,fresh soft,Medium,"creamy, open, smooth",rindless,white,"creamy, smooth, tart","earthy, grassy, lactic",True,False
Shredded Bliss,cow,"Canada, United States",Mozzarella,semi-soft,Medium,"elastic, smooth, springy, stringy",plastic,pale yellow,"mild, milky","fresh, mild",True,False
Meredith Goat Cheese in Extra Virgin Olive Oil,goat,Australia,Mozzarella,"fresh soft, artisan",Medium,"creamy, soft",rindless,white,"garlicky, herbaceous, spicy","fresh, herbal, spicy, strong",False,False
Beehive Fresh,cow,United States,Mozzarella,"fresh soft, artisan",Medium,"buttery, soft",rindless,pale yellow,"buttery, mild","buttery, fresh, mild",True,False
Paesanella Cherry Bocconcini,cow,Australia,Mozzarella,semi-soft,Medium,elastic,rindless,white,"creamy, salty, sweet","milky, sweet",True,False
Meredith Goat Cheese in Extra Virgin Olive Oil,goat,Australia,Mozzarella,"fresh soft, artisan",Medium,"creamy, soft",rindless,white,"garlicky, herbaceous, spicy","fresh, herbal, spicy, strong",True,False
Bassigny au porto,cow,Belgium,Mozzarella,semi-soft,Medium,"crumbly, grainy",washed,yellow,"acidic, buttery",aromatic,False,False
Classics Fresh Mozzarella,cow,United States,Mozzarella,"soft, brined",Medium,"creamy, elastic, smooth, soft, stringy, supple",rindless,white,"acidic, mild, milky, spicy",fresh,True,False
Burrata,water buffalo,"Italy, United States",Mozzarella,"fresh soft, artisan",Medium,"creamy, stringy",leaf wrapped,white,"buttery, milky","fresh, milky",False,False
Meredith Chevre Plain,goat,Australia,Mozzarella,"fresh soft, artisan",Medium,"creamy, soft",rindless,white,"acidic, smooth","clean, fresh",True,False
Paesanella Buffalo Mozzarella,"buffalo, cow",Australia,Mozzarella,"firm, brined",Medium,"creamy, crumbly",rindless,white,"citrusy, strong, tangy",grassy,True,False
Meredith Goat Cheese in Extra Virgin Olive Oil,goat,Australia,Mozzarella,"fresh soft, artisan",Medium,"creamy, soft",rindless,white,"garlicky, herbaceous, spicy","fresh, herbal, spicy, strong",False,False
Mascares,"goat, sheep",France,Tomme,"fresh soft, artisan",High,smooth,leaf wrapped,white,"buttery, creamy, mild, nutty","earthy, floral",False,False
Comtomme,cow,Canada,Tomme,"semi-soft, artisan",Medium,"firm, supple",washed,golden yellow,"buttery, fruity","buttery, fruity",True,False
Saint Albray,cow,France,Tomme,semi-soft,High,"creamy, smooth",washed,white,"mild, sweet","buttery, mild",False,False
Stoney Cross,cow,"England, Great Britain, United Kingdom",Tomme,"semi-hard, artisan",High,"creamy, smooth",mold ripened,yellow,"earthy, subtle, sweet",mushroom,True,False
Pizy,cow,Canada,Tomme,"soft, artisan, soft-ripened",Medium,"creamy, smooth, soft",bloomy,ivory,"bitter, buttery, mild, milky, salty",mushroom,True,False
Milawa Goats Tomme,goat,Australia,Tomme,semi-hard,Medium,"creamy, crumbly, dense",natural,yellow,"savory, spicy",earthy,True,False
Saint Albray,cow,France,Tomme,semi-soft,High,"creamy, smooth",washed,brownish yellow,"mild, sweet","buttery, mild",True,False
Lou Pevre,goat,France,Tomme,"soft, processed",High,smooth,natural,white,acidic,goaty,False,False
Mascares,"goat, sheep",France,Tomme,"fresh soft, artisan",High,smooth,leaf wrapped,white,"nutty, sweet","earthy, floral",False,False
Perroche,goat,United Kingdom,Tomme,"fresh soft, artisan",Medium,smooth,washed,white,"lemony, mild","aromatic, fresh, herbal",True,False
Carmody,cow,United States,Tomme,"semi-hard, artisan",Medium,firm,natural,cream,"buttery, caramel, sweet",fresh,True,False
Mascares,"goat, sheep",France,Tomme,"fresh soft, artisan",High,smooth,leaf wrapped,white,"lemony, tangy","earthy, floral",False,False
Pizy,cow,Canada,Tomme,"soft, artisan, soft-ripened",Medium,"creamy, smooth, soft",bloomy,ivory,"bitter, buttery, mild, milky, salty",mushroom,True,False
Pizy,cow,Canada,Tomme,"soft, artisan, soft-ripened",Medium,"creamy, smooth, soft",bloomy,ivory,"bitter, buttery, mild, milky, salty",mushroom,True,False
Milawa Goats Tomme,goat,Australia,Tomme,semi-hard,Medium,"creamy, crumbly, dense",natural,yellow,"savory, spicy",earthy,True,False
Lou Pevre,goat,France,Tomme,"soft, processed",High,smooth,natural,white,acidic,goaty,False,False
Comtomme,cow,Canada,Tomme,"semi-soft, artisan",Medium,"firm, supple",washed,golden yellow,"buttery, fruity","buttery, fruity",True,False
Milawa Goats Tomme,goat,Australia,Tomme,semi-hard,Medium,"creamy, crumbly, dense",natural,yellow,"savory, spicy",earthy,True,False
Milawa Goats Tomme,goat,Australia,Tomme,semi-hard,Medium,"creamy, crumbly, dense",natural,yellow,"savory, spicy",earthy,True,False
Carmody,cow,United States,Tomme,"semi-hard, artisan",Medium,firm,natural,cream,"buttery, caramel, sweet",fresh,True,False
Maggie's Round,cow,United States,Tomme,"semi-hard, artisan",High,"firm, smooth",natural,blue-grey,"buttery, citrusy, nutty, sharp","earthy, fruity, herbal",True,False
Lou Pevre,goat,France,Tomme,"soft, processed",High,smooth,natural,white,acidic,goaty,False,False
Bruder Basil,cow,Germany,Tomme,"semi-soft, artisan",Medium,"creamy, open, smooth",washed,pale yellow,"mild, savory, smokey","rich, smokey",False,False
Milawa Goats Tomme,goat,Australia,Tomme,semi-hard,Medium,"creamy, crumbly, dense",natural,yellow,"savory, spicy",earthy,True,False
Prairie Tomme,sheep,United States,Tomme,"semi-hard, artisan",High,"firm, smooth",natural,cream,"buttery, nutty",fresh,False,False
Saint Nectaire,cow,France,Tomme,"semi-soft, artisan",High,"creamy, smooth",washed,ivory,pungent,grassy,False,False
Maggie's Round,cow,United States,Tomme,"semi-hard, artisan",High,"firm, smooth",natural,blue-grey,"buttery, citrusy, nutty, sharp","earthy, fruity, herbal",True,False
Bruder Basil,cow,Germany,Tomme,"semi-soft, artisan",Medium,"creamy, open, smooth",washed,pale yellow,"mild, savory, smokey","rich, smokey",False,False
Prairie Tomme,sheep,United States,Tomme,"semi-hard, artisan",High,"firm, smooth",natural,cream,"buttery, nutty","fresh, mild",False,False
Lou Pevre,goat,France,Tomme,"soft, processed",High,smooth,natural,white,acidic,goaty,False,False
Appalachian,cow,United States,Tomme,"semi-soft, artisan",Medium,firm,mold ripened,white,"buttery, lemony, mushroomy","earthy, grassy, lactic",False,False
Prairie Tomme,sheep,United States,Tomme,"semi-hard, artisan",High,"firm, smooth",natural,cream,"buttery, nutty","rich, sweet",False,False
Perroche,goat,United Kingdom,Tomme,"fresh soft, artisan",Medium,"chewy, dense",natural,white,"lemony, mild","aromatic, fresh, herbal",True,False
Maggie's Round,cow,United States,Tomme,"semi-hard, artisan",High,"firm, smooth",natural,blue-grey,"buttery, citrusy, nutty, sharp","earthy, fruity, herbal",True,False
Saint Albray,cow,France,Tomme,semi-soft,High,"creamy, smooth",washed,white,"mild, sweet","buttery, mild",True,False
Prairie Tomme,sheep,United States,Tomme,"semi-hard, artisan",High,"firm, smooth",natural,cream,"buttery, nutty","aromatic, buttery",False,False
Pelardon des Cevennes,goat,France,Tomme,"soft, soft-ripened",High,creamy,natural,white,"acidic, fruity",goaty,False,False
Appalachian,cow,United States,Tomme,"semi-soft, artisan",Medium,firm,mold ripened,white,"buttery, lemony, mushroomy","earthy, grassy, lactic",False,False
Pizy,cow,Canada,Tomme,"soft, artisan, soft-ripened",Medium,"creamy, smooth, soft",bloomy,ivory,"bitter, buttery, mild, milky, salty",mushroom,False,False
Pizy,cow,Canada,Tomme,"soft, artisan, soft-ripened",Medium,"creamy, smooth, soft",bloomy,ivory,"bitter, buttery, mild, milky, salty",mushroom,False,False
Stoney Cross,cow,"England, Great Britain, United Kingdom",Tomme,"semi-hard, artisan",High,"creamy, smooth",mold ripened,yellow,"earthy, subtle, sweet","milky, sweet",True,False
Perroche,goat,United Kingdom,Tomme,"fresh soft, artisan",Medium,"crumbly, dense, firm, flaky, smooth",bloomy,white,"lemony, mild","aromatic, fresh, herbal",True,False
Prairie Tomme,sheep,United States,Tomme,"semi-hard, artisan",High,"firm, smooth",natural,cream,"buttery, nutty","milky, sweet",False,False
Prairie Tomme,sheep,United States,Tomme,"semi-hard, artisan",High,"firm, smooth",natural,cream,"buttery, nutty","buttery, fresh",False,False
Stoney Cross,cow,"England, Great Britain, United Kingdom",Tomme,"semi-hard, artisan",High,"creamy, smooth",mold ripened,yellow,"earthy, subtle, sweet",woody,True,False
Saint Nectaire,cow,France,Tomme,"semi-soft, artisan",High,"creamy, smooth",washed,ivory,pungent,grassy,False,False
Saint Nectaire,cow,France,Tomme,"semi-soft, artisan",High,"creamy, smooth",washed,ivory,pungent,grassy,False,False
Stoney Cross,cow,"England, Great Britain, United Kingdom",Tomme,"semi-hard, artisan",High,"creamy, smooth",mold ripened,yellow,"earthy, subtle, sweet",mild,True,False
Saint Nectaire,cow,France,Tomme,"semi-soft, artisan",High,"creamy, smooth",washed,ivory,pungent,grassy,False,False
Carmody,cow,United States,Tomme,"semi-hard, artisan",Medium,firm,natural,cream,"buttery, caramel, sweet",fresh,True,False
Prairie Tomme,sheep,United States,Tomme,"semi-hard, artisan",High,"firm, smooth",natural,cream,"buttery, nutty",mushroom,False,False
Mascares,"goat, sheep",France,Tomme,"fresh soft, artisan",High,smooth,leaf wrapped,white,"creamy, salty, sweet","earthy, floral",False,False
Comtomme,cow,Canada,Tomme,"semi-soft, artisan",Medium,"firm, supple",washed,golden yellow,"buttery, fruity","buttery, fruity",True,False
Pelardon des Cevennes,goat,France,Tomme,"soft, soft-ripened",High,creamy,natural,white,"acidic, fruity",goaty,False,False
Carmody,cow,United States,Tomme,"semi-hard, artisan",Medium,firm,natural,cream,"buttery, caramel, sweet",fresh,True,False
Lou Pevre,goat,France,Tomme,"soft, processed",High,smooth,natural,white,acidic,goaty,False,False
Carmody,cow,United States,Tomme,"semi-hard, artisan",Medium,firm,natural,cream,"buttery, caramel, sweet",fresh,True,False
Mascares,"goat, sheep",France,Tomme,"fresh soft, artisan",High,smooth,leaf wrapped,white,buttery,"earthy, floral",False,False
Lou Pevre,goat,France,Tomme,"soft, processed",High,smooth,natural,white,acidic,goaty,False,False
Pelardon des Cevennes,goat,France,Tomme,"soft, soft-ripened",High,creamy,natural,white,"acidic, fruity",goaty,False,False
Mascares,"goat, sheep",France,Tomme,"fresh soft, artisan",High,smooth,leaf wrapped,white,"fruity, spicy","earthy, floral",False,False
Bruder Basil,cow,Germany,Tomme,"semi-soft, artisan",Medium,"creamy, open, smooth",washed,pale yellow,"mild, savory, smokey","rich, smokey",False,False
Comtomme,cow,Canada,Tomme,"semi-soft, artisan",Medium,"firm, supple",washed,golden yellow,"buttery, fruity","buttery, fruity",False,False
Pelardon des Cevennes,goat,France,Tomme,"soft, soft-ripened",High,creamy,natural,white,"acidic, fruity",goaty,False,False
Prairie Tomme,sheep,United States,Tomme,"semi-hard, artisan",High,"firm, smooth",natural,cream,"buttery, nutty","floral, goaty, herbal",False,False
Saint Nectaire,cow,France,Tomme,"semi-soft, artisan",High,"creamy, smooth",washed,ivory,pungent,grassy,False,False
Bruder Basil,cow,Germany,Tomme,"semi-soft, artisan",Medium,"creamy, open, smooth",washed,pale yellow,"mild, savory, smokey","rich, smokey",False,False
Perroche,goat,United Kingdom,Tomme,"fresh soft, artisan",Medium,"creamy, soft",natural,white,"lemony, mild","aromatic, fresh, herbal",True,False
Pelardon des Cevennes,goat,France,Tomme,"soft, soft-ripened",High,creamy,natural,white,"acidic, fruity",goaty,False,False
Perroche,goat,United Kingdom,Tomme,"fresh soft, artisan",Medium,"creamy, open",natural,white,"lemony, mild","aromatic, fresh, herbal",True,False
Lou Pevre,goat,France,Tomme,"soft, processed",High,smooth,natural,white,acidic,goaty,False,False
Bruder Basil,cow,Germany,Tomme,"semi-soft, artisan",Medium,"creamy, open, smooth",washed,pale yellow,"mild, savory, smokey","rich, smokey",False,False
Comtomme,cow,Canada,Tomme,"semi-soft, artisan",Medium,"firm, supple",washed,golden yellow,"buttery, fruity","buttery, fruity",False,False
Prairie Tomme,sheep,United States,Tomme,"semi-hard, artisan",High,"firm, smooth",natural,cream,"buttery, nutty","aromatic, sweet",False,False
Stoney Cross,cow,"England, Great Britain, United Kingdom",Tomme,"semi-hard, artisan",High,"creamy, smooth",mold ripened,yellow,"earthy, subtle, sweet",strong,True,False
Prairie Tomme,sheep,United States,Tomme,"semi-hard, artisan",High,"firm, smooth",natural,cream,"buttery, nutty","floral, fresh, goaty, grassy",False,False
Mascares,"goat, sheep",France,Tomme,"fresh soft, artisan",High,smooth,leaf wrapped,white,"buttery, caramel, creamy, savory, spicy, sweet","earthy, floral",False,False
Prairie Tomme,sheep,United States,Tomme,"semi-hard, artisan",High,"firm, smooth",natural,cream,"buttery, nutty",aromatic,False,False
Saint Albray,cow,France,Tomme,semi-soft,High,"creamy, smooth",washed,white,"mild, sweet","buttery, mild",False,False
Milawa Goats Tomme,goat,Australia,Tomme,semi-hard,Medium,"creamy, crumbly, dense",natural,yellow,"savory, spicy",earthy,True,False
Stoney Cross,cow,"England, Great Britain, United Kingdom",Tomme,"semi-hard, artisan",High,"creamy, smooth",mold ripened,yellow,"earthy, subtle, sweet","aromatic, rich",True,False
Carmody,cow,United States,Tomme,"semi-hard, artisan",Medium,firm,natural,cream,"buttery, caramel, sweet",fresh,True,False
Saint Nectaire,cow,France,Tomme,"semi-soft, artisan",High,"creamy, smooth",washed,ivory,pungent,grassy,False,False
Appalachian,cow,United States,Tomme,"semi-soft, artisan",Medium,firm,mold ripened,white,"buttery, lemony, mushroomy","earthy, grassy, lactic",True,False
Comtomme,cow,Canada,Tomme,"semi-soft, artisan",Medium,"firm, supple",washed,golden yellow,"buttery, fruity","buttery, fruity",False,False
Bruder Basil,cow,Germany,Tomme,"semi-soft, artisan",Medium,"creamy, open, smooth",washed,pale yellow,"mild, savory, smokey","rich, smokey",False,False
Milawa Goats Tomme,goat,Australia,Tomme,semi-hard,Medium,"creamy, crumbly, dense",natural,yellow,"savory, spicy",earthy,True,False
Comtomme,cow,Canada,Tomme,"semi-soft, artisan",Medium,"firm, supple",washed,golden yellow,"buttery, fruity","buttery, fruity",False,False
Bruder Basil,cow,Germany,Tomme,"semi-soft, artisan",Medium,"creamy, open, smooth",washed,pale yellow,"mild, savory, smokey","rich, smokey",False,False
Saint Nectaire,cow,France,Tomme,"semi-soft, artisan",High,"creamy, smooth",washed,ivory,pungent,grassy,False,False
Maggie's Round,cow,United States,Tomme,"semi-hard, artisan",High,"firm, smooth",natural,blue-grey,"buttery, citrusy, nutty, sharp","earthy, fruity, herbal",True,False
Maggie's Round,cow,United States,Tomme,"semi-hard, artisan",High,"firm, smooth",natural,blue-grey,"buttery, citrusy, nutty, sharp","earthy, fruity, herbal",True,False
Perroche,goat,United Kingdom,Tomme,"fresh soft, artisan",Medium,"dense, firm",artificial,white,"lemony, mild","aromatic, fresh, herbal",True,False
Comtomme,cow,Canada,Tomme,"semi-soft, artisan",Medium,"firm, supple",washed,golden yellow,"buttery, fruity","buttery, fruity",False,False
